message,is_toxic
"Oh, gotcha! OK, I am OK with the DCHECK here then, because it really is guarding against API misuse.",0
"Crazy... 
 
 so, api_v3 only for main/public router?
 
 In etc/keystone-paste.ini, both public & admin mapping to api_v3, so I think this change not enough. correct me if I'm wrong.
 
 102 [composite:main] 
  
 105 /v3 = api_v3 
 
 108 [composite:admin] 
 
 111 /v3 = api_v3",1
I think we want to include the URL clean up in this change. There rest should get hit by the other param cleanups.,0
Darn pep8 - missing a space here!,1
"This should only be run conditionally:
 
 if self.conf.enable_metadata_proxy:",0
Unfinished docstring.,0
"necessary to describe the reason of useless.
 maybe _get_instance_ips() doesn't raise it, I guess.",0
(would be useless after applying suggestion below),0
remove 'jichen@devstack:~' here and the other prompts,0
"Oh, that's sneaky.
 
 response = self.client.instances.create(
  'test_SERVER_ERROR',
  instance_info.dbaas_flavor_href,
  body,
  [])",0
"This dummy test adds 80 seconds on each run! in gates.
 We don't have so much time in gates. 
 
  Put here times: 5",0
"Why pull this out into quasi-globals when you just set it the same in all three vms below?
 
 Or is this all because the overload of the run_list clears the run_list using the old way?",0
"Like I said in IM, and probably should've just covered my ass publically... this was a quicky, uploaded so that others could sort it if there was an issue (which I expected).

The logic's not fun; I'm sorting it purely because it's been left to rot instead of being fixed (long term), thus some help would be appreciated ;)",1
"No but the spec ""lawyers"" and my co-workers decided that the 500mA entry was not mandatory/not useful, the vSafe5V entry is now 3A on our chargers.

By the way we can go even lower if we don't plan to suck any current : 10mA",1
"apologies is this has been clarified in previous review cycles.
 
 What would be the rational of this unusual approach to inheritance. Is that because you need to 'cherry-pick' only specific capabilities of the base class - whereas in all the other case you would be ok with the dynamically built base classes?",0
"I know its not your fault, but wow. Worst named fakes ever.",1
"probably, disabling irq should be done after avp enters LP0. This would avoid races, if there are any.",0
please avoid overly verbose redundant b == true and b == false instead of !b,0
"Should 'having a python library' be listed here? Although they're not part of the normal release cyle, without the library most of the services are pretty much useless.",0
"you need $(ACP) too, because you call $(copy-file-to-target) in $(pack-elf-relocations).",0
Leave the overlines in.,0
That is a wordy decorator. @this_does_some_logging_stuff_And_checks_the_water_level_and_rehumidifies_your_house_now_carry-on,0
WTF ?,1
you should use IpWrapper.netns.delete,0
"remove python specific boolean representations
 
  ?disabled",0
"I think at this point the IOMMU is in a broken state anyway and the whole system is screwed. ;)

Generally this shouldn't happen, though...",1
"replaced with a full expansion on the tuple, you whiny bitch ;)",1
So that means we should probably have 2 different methods with their own kargs.,0
"i know the code above sucks and is wrong, but move this to src_configure

ideally, this wouldn't even exist as it'd be in the configure script ...",1
"you need the colon:

 : $(( reps += 1 ))",0
"I meant the interface here, No, I meant a list of dictionary representations of the steps. This is much more flexible than directly calling the methods. In the agent driver's case, it's proxying the info to the agent, and running the steps on the agent.
 
 Blah, I guess I didn't look hard enough at base.py. I (wrongly) assumed all the interfaces shared a common base class. I meant this method (and execute_clean_step) would be on the interfaces, not the driver.",0
this needs a linewrap at removed,0
do we need to kill this thread with .join() on stop? or is it not needed because it's a daemon?,0
"Because this is a client :)
 
 It is a fake client class. It responds like it interacts with a server that ""responds"" to API methods with pre-canned responses.",0
"Yeah, it's not really nice to directly use DOMArrayBuffer's API.

Would you introduce WTF::Float32Array::CreateUninitializedOrNull? I think you need to introduce WTF::TypedArrayBase::CreateUninitializedOrNull.",0
port_id should be nullable=False,0
This indentation is pretty ugly. I'm not sure what the recommended thing is but you could assign a temp var to admin_manager.images_client,1
You can also change this ugly BaseException and use Exception instead. Then there won't be necessary to reraise SystemExit on line 881,1
Check if the JIT is enabled then. It sucks to not have coverage.,1
"I believe the ""NOLINT"" below was for the use of ""unsigned long"" here. Keep it nearby.",0
I think both of the commas on this line should be removed.,0
dumb question can't you just invoke .count() on the query object after the group_by call?,0
"change '""dumb_member""' to ""dummy member""",0
"toybox takes advantage of 0 not being a pid and just unconditionally does the atoi and then compares against 0. i'm still not sure whether i like that. if you stick with this style, isdigit(3).",0
"Yup, a few separate patches for this blueprint otherwise I'll be stuck in merge/rebase hell.",1
"ugh, please no. This is a great way to let folk shoot themselves in the foot.",0
"nit: Probably not your fault. But should data member name ends with a ""_"" ?
i.e.
  change_count => change_count_
  last_connection_type = last_connection_type_",0
Meh! Upload32... lame,1
Kill most of this code with fire ...,1
Did clang-format do that? This looks pretty ugly... :-(,1
"debuggerd still exists as the command line interface for ""dump this process""",0
"Nit: we should kill this bit now:
 https://wiki.openstack.org/wiki/ConfigOptionsConsistency",0
/me shakes his fist at the stupid logging code :-),1
Darn it!,1
"Java is garbage collected, so ownership is murky as if it's reference counted.  In our C/C++ API we can keep the ownership well defined.",0
"thats ok, worthless commented out code imho...
 
 kill in fire",0
"yes, functools is a std lib where unittest2 is an external lib.",0
Will do. I feel stupid for not picking up on that method of skipping the tests from the get-go.,0
"Oops, this was garbage of development. Removed.",0
"This should be removed and used 
  InvalidBenchmarkConfig(InvalidTaskException)",0
this describe block should be collapsed into a single test,0
"Perhaps, we need to return a ClientSideError if the alarm_id doesn't exists",0
"I'd prefer to delete everything with delorean there:
 
  --delete '/etc/yum.repos.d/delorean*'",0
"I disagree. In this instance it is an instance that we have partially created, and that the user has no knowledge of its existence. We should not leave half created turds lying around. However, you have drawn attention to that fact that we are eating an exception, which we should not be doing.",1
disabld => disabled,0
nit: I think '(' and ')' here are useless.,0
